State FIPS,Area Name,Occupation Code,Occupation Name,Base Year,Base,Projected Year,Projection,Change,Percent Change,Average Annual Openings
33,New Hampshire,51-4121,"Welders, Cutters, Solderers, and Brazers",2014,1110,2024,1160,50,3.9,40
33,New Hampshire,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",2014,280,2024,240,-40,-13.5,10
33,New Hampshire,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",2014,90,2024,80,-10,-14.1,0
33,New Hampshire,51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",2014,110,2024,90,-20,-15.5,0
33,New Hampshire,51-4194,"Tool Grinders, Filers, and Sharpeners",2014,80,2024,70,-10,-15.6,0
33,New Hampshire,51-4199,"Metal Workers and Plastic Workers, All Other",2014,1070,2024,860,-210,-19.3,20
33,New Hampshire,51-5111,Prepress Technicians and Workers,2014,140,2024,110,-30,-23.4,0
33,New Hampshire,51-5112,Printing Press Operators,2014,910,2024,860,-50,-6,10
33,New Hampshire,51-5113,Print Binding and Finishing Workers,2014,220,2024,210,-10,-2.3,0
33,New Hampshire,51-6011,Laundry and Dry-Cleaning Workers,2014,820,2024,840,20,1.7,10
33,New Hampshire,51-6021,"Pressers, Textile, Garment, and Related Materials",2014,270,2024,260,-10,-5.9,10
33,New Hampshire,51-6031,Sewing Machine Operators,2014,610,2024,560,-50,-7.4,0
33,New Hampshire,51-6041,Shoe and Leather Workers and Repairers,2014,50,2024,30,-20,-28.3,0
33,New Hampshire,51-6052,"Tailors, Dressmakers, and Custom Sewers",2014,210,2024,190,-20,-10.7,10
33,New Hampshire,51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,2014,30,2024,30,0,0,0
33,New Hampshire,51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",2014,50,2024,40,-10,-10.6,0
33,New Hampshire,51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",2014,260,2024,260,0,-0.8,0
33,New Hampshire,51-6093,Upholsterers,2014,110,2024,120,10,8.8,0
33,New Hampshire,51-6099,"Textile, Apparel, and Furnishings Workers, All Other",2014,420,2024,440,20,4.5,10
33,New Hampshire,51-7011,Cabinetmakers and Bench Carpenters,2014,400,2024,420,20,6.8,10
33,New Hampshire,51-7021,Furniture Finishers,2014,30,2024,40,10,6.1,0
33,New Hampshire,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",2014,230,2024,240,10,4.9,10
33,New Hampshire,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",2014,510,2024,520,10,3.8,10
33,New Hampshire,51-8013,Power Plant Operators,2014,170,2024,150,-20,-9.5,10
33,New Hampshire,51-8021,Stationary Engineers and Boiler Operators,2014,90,2024,80,-10,-3.5,0
33,New Hampshire,51-8031,Water and Wastewater Treatment Plant and System Operators,2014,370,2024,390,20,6.8,10
33,New Hampshire,51-8099,"Plant and System Operators, All Other",2014,90,2024,90,0,-4.5,0
33,New Hampshire,51-9011,Chemical Equipment Operators and Tenders,2014,330,2024,340,10,4.9,10
33,New Hampshire,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",2014,170,2024,180,10,8.3,10
33,New Hampshire,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",2014,130,2024,120,-10,-1.6,0
33,New Hampshire,51-9022,"Grinding and Polishing Workers, Hand",2014,180,2024,160,-20,-9.4,0
33,New Hampshire,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",2014,260,2024,260,0,-1.9,10
33,New Hampshire,51-9031,"Cutters and Trimmers, Hand",2014,40,2024,30,-10,-10.8,0
33,New Hampshire,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",2014,210,2024,190,-20,-8.1,0
33,New Hampshire,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",2014,390,2024,340,-50,-11.4,10
33,New Hampshire,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",2014,30,2024,30,0,-3.6,0
33,New Hampshire,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",2014,3300,2024,3420,120,3.8,100
33,New Hampshire,51-9071,Jewelers and Precious Stone and Metal Workers,2014,110,2024,100,-10,-14.4,0
33,New Hampshire,51-9081,Dental Laboratory Technicians,2014,150,2024,180,30,13.6,10
33,New Hampshire,51-9083,Ophthalmic Laboratory Technicians,2014,310,2024,330,20,7.8,10
33,New Hampshire,51-9111,Packaging and Filling Machine Operators and Tenders,2014,1010,2024,1070,60,5.7,40
33,New Hampshire,51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",2014,430,2024,450,20,2.5,10
33,New Hampshire,51-9122,"Painters, Transportation Equipment",2014,60,2024,70,10,6.3,0
33,New Hampshire,51-9141,Semiconductor Processors,2014,120,2024,110,-10,-1.7,0
33,New Hampshire,51-9151,Photographic Process Workers and Processing Machine Operators,2014,220,2024,150,-70,-29.7,0
33,New Hampshire,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",2014,180,2024,190,10,7.8,10
33,New Hampshire,51-9194,Etchers and Engravers,2014,30,2024,30,0,3.3,0
33,New Hampshire,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",2014,330,2024,310,-20,-7.5,10
33,New Hampshire,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",2014,200,2024,170,-30,-16.7,0
33,New Hampshire,51-9198,Helpers--Production Workers,2014,1760,2024,1890,130,7.7,70
33,New Hampshire,51-9199,"Production Workers, All Other",2014,2220,2024,2370,150,6.7,60
33,New Hampshire,53-1021,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",2014,470,2024,490,20,4.5,20
33,New Hampshire,53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,2014,690,2024,720,30,4.3,30
33,New Hampshire,53-2011,"Airline Pilots, Copilots, and Flight Engineers",2014,50,2024,50,0,1.9,0
33,New Hampshire,53-2012,Commercial Pilots,2014,210,2024,230,20,7.1,10
33,New Hampshire,53-2021,Air Traffic Controllers,2014,450,2024,440,-10,-2.2,10
33,New Hampshire,53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",2014,100,2024,130,30,28.6,10
33,New Hampshire,53-3021,"Bus Drivers, Transit and Intercity",2014,330,2024,370,40,12.2,10
33,New Hampshire,53-3022,"Bus Drivers, School or Special Client",2014,2540,2024,2900,360,14.1,70
33,New Hampshire,53-3031,Driver/Sales Workers,2014,2490,2024,2660,170,6.5,60
33,New Hampshire,53-3032,Heavy and Tractor-Trailer Truck Drivers,2014,7190,2024,7520,330,4.6,160
33,New Hampshire,53-3033,Light Truck or Delivery Services Drivers,2014,4360,2024,4650,290,6.5,100
33,New Hampshire,53-3041,Taxi Drivers and Chauffeurs,2014,1150,2024,1310,160,13.8,40
33,New Hampshire,53-3099,"Motor Vehicle Operators, All Other",2014,350,2024,380,30,8.3,10
33,New Hampshire,53-4011,Locomotive Engineers,2014,20,2024,20,0,0,0
33,New Hampshire,53-4031,Railroad Conductors and Yardmasters,2014,20,2024,30,10,17.4,0
33,New Hampshire,53-5021,"Captains, Mates, and Pilots of Water Vessels",2014,90,2024,110,20,19.1,10
33,New Hampshire,53-6021,Parking Lot Attendants,2014,310,2024,330,20,5.2,20
33,New Hampshire,53-6031,Automotive and Watercraft Service Attendants,2014,500,2024,540,40,8,20
33,New Hampshire,53-6051,Transportation Inspectors,2014,40,2024,50,10,7.1,0
33,New Hampshire,53-6099,"Transportation Workers, All Other",2014,80,2024,90,10,7.6,10
33,New Hampshire,53-7011,Conveyor Operators and Tenders,2014,40,2024,40,0,2.5,0
33,New Hampshire,53-7032,Excavating and Loading Machine and Dragline Operators,2014,450,2024,480,30,4.6,10
33,New Hampshire,53-7051,Industrial Truck and Tractor Operators,2014,1470,2024,1510,40,2.9,40
33,New Hampshire,53-7061,Cleaners of Vehicles and Equipment,2014,1040,2024,1140,100,9.5,50
33,New Hampshire,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",2014,6630,2024,7110,480,7.3,250
33,New Hampshire,53-7063,Machine Feeders and Offbearers,2014,540,2024,550,10,1.5,10
33,New Hampshire,53-7064,"Packers and Packagers, Hand",2014,1980,2024,2060,80,4.4,60
33,New Hampshire,53-7072,"Pump Operators, Except Wellhead Pumpers",2014,60,2024,60,0,5.1,0
33,New Hampshire,53-7081,Refuse and Recyclable Material Collectors,2014,790,2024,850,60,7.9,30
34,New Jersey,00-0000,"Total, All Occupations",2014,4214090,2024,4489400,275310,6.5,130620
34,New Jersey,11-1011,Chief Executives,2014,1340,2024,1290,-50,-4,20
34,New Jersey,11-1021,General and Operations Managers,2014,47200,2024,50990,3790,8,1570
34,New Jersey,11-1031,Legislators,2014,2890,2024,2690,-200,-7,60
34,New Jersey,11-2011,Advertising and Promotions Managers,2014,640,2024,650,10,3,20
34,New Jersey,11-2021,Marketing Managers,2014,10980,2024,12180,1200,11,380
34,New Jersey,11-2022,Sales Managers,2014,13940,2024,14720,780,5.6,410
34,New Jersey,11-2031,Public Relations and Fundraising Managers,2014,2490,2024,2640,150,5.8,100
34,New Jersey,11-3011,Administrative Services Managers,2014,8410,2024,8850,440,5.2,200
34,New Jersey,11-3021,Computer and Information Systems Managers,2014,14110,2024,16340,2230,15.8,390
34,New Jersey,11-3031,Financial Managers,2014,22820,2024,23820,1000,4.4,640
34,New Jersey,11-3051,Industrial Production Managers,2014,5270,2024,5030,-240,-4.6,150
34,New Jersey,11-3061,Purchasing Managers,2014,2270,2024,2390,120,5.1,70
34,New Jersey,11-3071,"Transportation, Storage, and Distribution Managers",2014,4510,2024,4940,430,9.5,140
34,New Jersey,11-3111,Compensation and Benefits Managers,2014,450,2024,490,40,7.3,20
34,New Jersey,11-3121,Human Resources Managers,2014,3650,2024,4010,360,10,140
34,New Jersey,11-3131,Training and Development Managers,2014,1330,2024,1410,80,6.1,50
34,New Jersey,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",2014,40,2024,50,10,9.5,0
34,New Jersey,11-9021,Construction Managers,2014,7830,2024,8320,490,6.3,160
34,New Jersey,11-9031,"Education Administrators, Preschool and Childcare Center/Program",2014,2020,2024,2260,240,11.5,80
34,New Jersey,11-9032,"Education Administrators, Elementary and Secondary School",2014,9350,2024,9530,180,1.9,290
34,New Jersey,11-9033,"Education Administrators, Postsecondary",2014,2500,2024,2620,120,4.7,90
34,New Jersey,11-9039,"Education Administrators, All Other",2014,830,2024,860,30,3.7,30
34,New Jersey,11-9041,Architectural and Engineering Managers,2014,4530,2024,4670,140,3.1,150
34,New Jersey,11-9051,Food Service Managers,2014,5750,2024,6280,530,9.3,170
34,New Jersey,11-9061,Funeral Service Managers,2014,850,2024,890,40,5.1,20
34,New Jersey,11-9071,Gaming Managers,2014,270,2024,220,-50,-18,10
34,New Jersey,11-9081,Lodging Managers,2014,780,2024,730,-50,-6.7,20
34,New Jersey,11-9111,Medical and Health Services Managers,2014,10010,2024,11380,1370,13.8,390
34,New Jersey,11-9121,Natural Sciences Managers,2014,4090,2024,4390,300,7.5,120
34,New Jersey,11-9131,Postmasters and Mail Superintendents,2014,380,2024,300,-80,-21,10
34,New Jersey,11-9141,"Property, Real Estate, and Community Association Managers",2014,6960,2024,7500,540,7.7,170
34,New Jersey,11-9151,Social and Community Service Managers,2014,4430,2024,4940,510,11.6,170
34,New Jersey,11-9161,Emergency Management Directors,2014,530,2024,540,10,0.2,10
34,New Jersey,11-9199,"Managers, All Other",2014,51660,2024,54410,2750,5.3,1420
34,New Jersey,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",2014,390,2024,440,50,13.4,20
34,New Jersey,13-1021,"Buyers and Purchasing Agents, Farm Products",2014,190,2024,220,30,15.3,10
34,New Jersey,13-1022,"Wholesale and Retail Buyers, Except Farm Products",2014,3450,2024,3740,290,8.3,140
34,New Jersey,13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",2014,7860,2024,8000,140,1.8,230
34,New Jersey,13-1031,"Claims Adjusters, Examiners, and Investigators",2014,13270,2024,13300,30,0.3,330
34,New Jersey,13-1032,"Insurance Appraisers, Auto Damage",2014,1290,2024,1220,-70,-5.1,30
34,New Jersey,13-1041,Compliance Officers,2014,9120,2024,9060,-60,-0.6,130
34,New Jersey,13-1051,Cost Estimators,2014,4610,2024,5080,470,10.3,180
34,New Jersey,13-1071,Human Resources Specialists,2014,12390,2024,13040,650,5.2,370
34,New Jersey,13-1074,Farm Labor Contractors,2014,0,2024,0,0,0,0
34,New Jersey,13-1075,Labor Relations Specialists,2014,8080,2024,7320,-760,-9.3,200
34,New Jersey,13-1081,Logisticians,2014,4680,2024,5040,360,7.8,100
34,New Jersey,13-1111,Management Analysts,2014,17270,2024,19130,1860,10.8,430
34,New Jersey,13-1121,"Meeting, Convention, and Event Planners",2014,2380,2024,2640,260,10.9,50
34,New Jersey,13-1131,Fundraisers,2014,1560,2024,1680,120,7.6,30
34,New Jersey,13-1141,"Compensation, Benefits, and Job Analysis Specialists",2014,2420,2024,2490,70,3,70
34,New Jersey,13-1151,Training and Development Specialists,2014,6270,2024,6840,570,9,210
34,New Jersey,13-1161,Market Research Analysts and Marketing Specialists,2014,15120,2024,17710,2590,17.1,440
34,New Jersey,13-1199,"Business Operations Specialists, All Other",2014,48900,2024,50990,2090,4.3,790
34,New Jersey,13-2011,Accountants and Auditors,2014,39670,2024,43980,4310,10.9,1490
34,New Jersey,13-2021,Appraisers and Assessors of Real Estate,2014,2570,2024,2670,100,4.2,50
34,New Jersey,13-2031,Budget Analysts,2014,1930,2024,2030,100,5.5,60
34,New Jersey,13-2041,Credit Analysts,2014,2700,2024,2770,70,2.4,120
34,New Jersey,13-2051,Financial Analysts,2014,9040,2024,9200,160,1.8,200
34,New Jersey,13-2052,Personal Financial Advisors,2014,7590,2024,7920,330,4.3,220
34,New Jersey,13-2053,Insurance Underwriters,2014,4340,2024,3690,-650,-14.9,80
34,New Jersey,13-2061,Financial Examiners,2014,1340,2024,1410,70,5.1,40
34,New Jersey,13-2071,Credit Counselors,2014,750,2024,860,110,14.4,20
34,New Jersey,13-2072,Loan Officers,2014,6710,2024,7000,290,4.3,140
34,New Jersey,13-2081,"Tax Examiners and Collectors, and Revenue Agents",2014,1650,2024,1510,-140,-8.5,70
34,New Jersey,13-2082,Tax Preparers,2014,2020,2024,2070,50,2.3,60
34,New Jersey,13-2099,"Financial Specialists, All Other",2014,10180,2024,10540,360,3.5,140
34,New Jersey,15-1111,Computer and Information Research Scientists,2014,1070,2024,1090,20,2.2,20
34,New Jersey,15-1121,Computer Systems Analysts,2014,15530,2024,18170,2640,17,460
34,New Jersey,15-1122,Information Security Analysts,2014,2050,2024,2100,50,2.4,30
34,New Jersey,15-1131,Computer Programmers,2014,17250,2024,19860,2610,15.1,690
34,New Jersey,15-1132,"Software Developers, Applications",2014,38080,2024,44880,6800,17.8,1220
34,New Jersey,15-1133,"Software Developers, Systems Software",2014,9830,2024,10860,1030,10.4,240
34,New Jersey,15-1134,Web Developers,2014,2860,2024,3440,580,20.1,100
34,New Jersey,15-1141,Database Administrators,2014,3260,2024,3530,270,8.4,100
34,New Jersey,15-1142,Network and Computer Systems Administrators,2014,9960,2024,10570,610,6.1,190
34,New Jersey,15-1143,Computer Network Architects,2014,5770,2024,6090,320,5.6,110
34,New Jersey,15-1151,Computer User Support Specialists,2014,14550,2024,16390,1840,12.6,370
34,New Jersey,15-1152,Computer Network Support Specialists,2014,4540,2024,4680,140,3.1,70
34,New Jersey,15-1199,"Computer Occupations, All Other",2014,10130,2024,10770,640,6.3,190
34,New Jersey,15-2011,Actuaries,2014,1200,2024,1360,160,13.1,50
34,New Jersey,15-2021,Mathematicians,2014,230,2024,280,50,21.8,10
34,New Jersey,15-2031,Operations Research Analysts,2014,2150,2024,2930,780,36.2,120
34,New Jersey,15-2041,Statisticians,2014,570,2024,770,200,34.9,30
34,New Jersey,15-2091,Mathematical Technicians,2014,130,2024,120,-10,-3.2,0
34,New Jersey,15-2099,"Mathematical Science Occupations, All Other",2014,200,2024,210,10,8.1,10
34,New Jersey,17-1011,"Architects, Except Landscape and Naval",2014,2270,2024,2470,200,9,60
34,New Jersey,17-1012,Landscape Architects,2014,570,2024,590,20,5.1,10
34,New Jersey,17-1021,Cartographers and Photogrammetrists,2014,220,2024,270,50,21.9,10
34,New Jersey,17-1022,Surveyors,2014,1060,2024,1040,-20,-2.3,30
34,New Jersey,17-2011,Aerospace Engineers,2014,400,2024,410,10,1.7,10
34,New Jersey,17-2021,Agricultural Engineers,2014,10,2024,10,0,0,0
34,New Jersey,17-2031,Biomedical Engineers,2014,540,2024,640,100,18.5,20
34,New Jersey,17-2041,Chemical Engineers,2014,1790,2024,1890,100,5.6,60
34,New Jersey,17-2051,Civil Engineers,2014,7150,2024,7740,590,8.3,270
34,New Jersey,17-2061,Computer Hardware Engineers,2014,760,2024,780,20,2.6,20
34,New Jersey,17-2071,Electrical Engineers,2014,4520,2024,4780,260,5.8,130
34,New Jersey,17-2072,"Electronics Engineers, Except Computer",2014,3550,2024,3520,-30,-0.6,80
34,New Jersey,17-2081,Environmental Engineers,2014,1820,2024,2080,260,14.8,80
34,New Jersey,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",2014,410,2024,430,20,4.3,10
34,New Jersey,17-2112,Industrial Engineers,2014,3760,2024,3730,-30,-1,110
34,New Jersey,17-2121,Marine Engineers and Naval Architects,2014,100,2024,110,10,9.9,0
34,New Jersey,17-2131,Materials Engineers,2014,390,2024,380,-10,-3.8,10
34,New Jersey,17-2141,Mechanical Engineers,2014,6480,2024,6730,250,3.9,230
34,New Jersey,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",2014,10,2024,10,0,-11.1,0
34,New Jersey,17-2161,Nuclear Engineers,2014,350,2024,360,10,4,10
34,New Jersey,17-2171,Petroleum Engineers,2014,260,2024,280,20,8,10
34,New Jersey,17-2199,"Engineers, All Other",2014,4490,2024,4520,30,0.5,90
34,New Jersey,17-3011,Architectural and Civil Drafters,2014,1800,2024,1750,-50,-2.8,20
34,New Jersey,17-3012,Electrical and Electronics Drafters,2014,620,2024,660,40,7.1,10
34,New Jersey,17-3013,Mechanical Drafters,2014,1380,2024,1310,-70,-5.1,20
34,New Jersey,17-3019,"Drafters, All Other",2014,530,2024,520,-10,-2.3,10
34,New Jersey,17-3021,Aerospace Engineering and Operations Technicians,2014,250,2024,300,50,19.4,10
34,New Jersey,17-3022,Civil Engineering Technicians,2014,1030,2024,1080,50,5.2,30
34,New Jersey,17-3023,Electrical and Electronics Engineering Technicians,2014,2870,2024,2880,10,0.4,70
34,New Jersey,17-3024,Electro-Mechanical Technicians,2014,400,2024,380,-20,-3,10
34,New Jersey,17-3025,Environmental Engineering Technicians,2014,600,2024,700,100,16.7,30
34,New Jersey,17-3026,Industrial Engineering Technicians,2014,560,2024,540,-20,-4.8,10
34,New Jersey,17-3027,Mechanical Engineering Technicians,2014,770,2024,790,20,3.1,20
34,New Jersey,17-3029,"Engineering Technicians, Except Drafters, All Other",2014,1130,2024,1110,-20,-1.7,30
34,New Jersey,17-3031,Surveying and Mapping Technicians,2014,540,2024,500,-40,-7.6,10
34,New Jersey,19-1011,Animal Scientists,2014,30,2024,30,0,7.1,0
34,New Jersey,19-1012,Food Scientists and Technologists,2014,690,2024,750,60,8.7,30
34,New Jersey,19-1013,Soil and Plant Scientists,2014,70,2024,70,0,1.4,0
34,New Jersey,19-1021,Biochemists and Biophysicists,2014,3700,2024,4130,430,11.6,140
34,New Jersey,19-1022,Microbiologists,2014,320,2024,340,20,4.7,10
34,New Jersey,19-1023,Zoologists and Wildlife Biologists,2014,140,2024,140,0,0,0
34,New Jersey,19-1029,"Biological Scientists, All Other",2014,530,2024,530,0,-1.1,10
34,New Jersey,19-1031,Conservation Scientists,2014,310,2024,340,30,7,20
34,New Jersey,19-1032,Foresters,2014,40,2024,40,0,4.9,0
34,New Jersey,19-1041,Epidemiologists,2014,120,2024,110,-10,-3.4,0
34,New Jersey,19-1042,"Medical Scientists, Except Epidemiologists",2014,2830,2024,3020,190,6.6,110
34,New Jersey,19-1099,"Life Scientists, All Other",2014,350,2024,380,30,6.8,10
34,New Jersey,19-2012,Physicists,2014,360,2024,400,40,11.6,10
34,New Jersey,19-2021,Atmospheric and Space Scientists,2014,90,2024,90,0,1.1,0
34,New Jersey,19-2031,Chemists,2014,5520,2024,5540,20,0.3,120
34,New Jersey,19-2032,Materials Scientists,2014,170,2024,190,20,6.3,10
34,New Jersey,19-2041,"Environmental Scientists and Specialists, Including Health",2014,2750,2024,2940,190,6.9,100
34,New Jersey,19-2042,"Geoscientists, Except Hydrologists and Geographers",2014,540,2024,610,70,14.8,20
34,New Jersey,19-2043,Hydrologists,2014,230,2024,260,30,14.6,10
34,New Jersey,19-2099,"Physical Scientists, All Other",2014,580,2024,550,-30,-4.7,10
34,New Jersey,19-3011,Economists,2014,150,2024,140,-10,-4.1,0
34,New Jersey,19-3022,Survey Researchers,2014,510,2024,580,70,13.6,10
34,New Jersey,19-3031,"Clinical, Counseling, and School Psychologists",2014,5560,2024,6250,690,12.4,190
34,New Jersey,19-3032,Industrial-Organizational Psychologists,2014,10,2024,10,0,18.2,0
34,New Jersey,19-3039,"Psychologists, All Other",2014,140,2024,130,-10,-3.6,0
34,New Jersey,19-3041,Sociologists,2014,50,2024,50,0,-7.7,0
34,New Jersey,19-3051,Urban and Regional Planners,2014,470,2024,460,-10,-0.9,10
34,New Jersey,19-3091,Anthropologists and Archeologists,2014,110,2024,100,-10,-2.8,0
34,New Jersey,19-3092,Geographers,2014,10,2024,10,0,10,0
34,New Jersey,19-3093,Historians,2014,120,2024,110,-10,-5,0
34,New Jersey,19-3094,Political Scientists,2014,10,2024,10,0,-16.7,0
34,New Jersey,19-3099,"Social Scientists and Related Workers, All Other",2014,310,2024,290,-20,-7.7,0
34,New Jersey,19-4011,Agricultural and Food Science Technicians,2014,230,2024,230,0,1.8,10
34,New Jersey,19-4021,Biological Technicians,2014,1790,2024,1900,110,5.7,60
34,New Jersey,19-4031,Chemical Technicians,2014,4430,2024,4630,200,4.6,150
34,New Jersey,19-4041,Geological and Petroleum Technicians,2014,170,2024,200,30,16.5,10
34,New Jersey,19-4051,Nuclear Technicians,2014,50,2024,50,0,4.2,0
34,New Jersey,19-4061,Social Science Research Assistants,2014,210,2024,210,0,-0.5,10
34,New Jersey,19-4091,"Environmental Science and Protection Technicians, Including Health",2014,1070,2024,1120,50,4.6,50
34,New Jersey,19-4092,Forensic Science Technicians,2014,90,2024,110,20,12.8,10
34,New Jersey,19-4093,Forest and Conservation Technicians,2014,40,2024,40,0,0,0
34,New Jersey,19-4099,"Life, Physical, and Social Science Technicians, All Other",2014,2310,2024,2440,130,5.8,110
34,New Jersey,21-1011,Substance Abuse and Behavioral Disorder Counselors,2014,3250,2024,3810,560,17.3,120
34,New Jersey,21-1012,"Educational, Guidance, School, and Vocational Counselors",2014,6690,2024,6980,290,4.4,170
34,New Jersey,21-1013,Marriage and Family Therapists,2014,4140,2024,3780,-360,-8.6,90
34,New Jersey,21-1014,Mental Health Counselors,2014,4860,2024,5710,850,17.6,190
34,New Jersey,21-1015,Rehabilitation Counselors,2014,1780,2024,1840,60,3.9,40
34,New Jersey,21-1019,"Counselors, All Other",2014,1350,2024,1400,50,4.2,30
34,New Jersey,21-1021,"Child, Family, and School Social Workers",2014,7490,2024,7890,400,5.5,220
34,New Jersey,21-1022,Healthcare Social Workers,2014,3370,2024,3880,510,15.3,130
34,New Jersey,21-1023,Mental Health and Substance Abuse Social Workers,2014,2380,2024,2730,350,14.8,90
34,New Jersey,21-1029,"Social Workers, All Other",2014,850,2024,820,-30,-4,20
34,New Jersey,21-1091,Health Educators,2014,650,2024,710,60,8.4,20
34,New Jersey,21-1092,Probation Officers and Correctional Treatment Specialists,2014,2590,2024,2330,-260,-9.7,50
34,New Jersey,21-1093,Social and Human Service Assistants,2014,20000,2024,22250,2250,11.3,620
34,New Jersey,21-1094,Community Health Workers,2014,1000,2024,1120,120,11.5,30
34,New Jersey,21-1099,"Community and Social Service Specialists, All Other",2014,3500,2024,3510,10,0.1,70
34,New Jersey,21-2011,Clergy,2014,1850,2024,1980,130,6.9,50
34,New Jersey,21-2021,"Directors, Religious Activities and Education",2014,300,2024,310,10,4.3,10
34,New Jersey,21-2099,"Religious Workers, All Other",2014,450,2024,480,30,5.1,10
34,New Jersey,23-1011,Lawyers,2014,24520,2024,25140,620,2.5,420
34,New Jersey,23-1012,Judicial Law Clerks,2014,520,2024,430,-90,-18.2,10
34,New Jersey,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",2014,320,2024,280,-40,-11.4,10
34,New Jersey,23-1022,"Arbitrators, Mediators, and Conciliators",2014,140,2024,150,10,4.3,0
34,New Jersey,23-1023,"Judges, Magistrate Judges, and Magistrates",2014,1020,2024,940,-80,-7.7,20
34,New Jersey,23-2011,Paralegals and Legal Assistants,2014,6290,2024,6660,370,5.7,170
34,New Jersey,23-2091,Court Reporters,2014,240,2024,260,20,7,10
34,New Jersey,23-2093,"Title Examiners, Abstractors, and Searchers",2014,2240,2024,2090,-150,-6.8,50
34,New Jersey,23-2099,"Legal Support Workers, All Other",2014,740,2024,720,-20,-2.3,20
34,New Jersey,25-1011,"Business Teachers, Postsecondary",2014,2170,2024,2280,110,4.7,50
34,New Jersey,25-1021,"Computer Science Teachers, Postsecondary",2014,1230,2024,1290,60,4.6,30
34,New Jersey,25-1022,"Mathematical Science Teachers, Postsecondary",2014,1850,2024,2070,220,12,60
34,New Jersey,25-1031,"Architecture Teachers, Postsecondary",2014,140,2024,140,0,5.1,0
34,New Jersey,25-1032,"Engineering Teachers, Postsecondary",2014,960,2024,1040,80,8.9,30
34,New Jersey,25-1041,"Agricultural Sciences Teachers, Postsecondary",2014,60,2024,70,10,3.1,0
34,New Jersey,25-1042,"Biological Science Teachers, Postsecondary",2014,1630,2024,1820,190,11.1,50
34,New Jersey,25-1043,"Forestry and Conservation Science Teachers, Postsecondary",2014,10,2024,10,0,0,0
34,New Jersey,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",2014,100,2024,100,0,4.2,0
34,New Jersey,25-1052,"Chemistry Teachers, Postsecondary",2014,600,2024,670,70,11.1,20
34,New Jersey,25-1053,"Environmental Science Teachers, Postsecondary",2014,320,2024,330,10,4.4,10
34,New Jersey,25-1054,"Physics Teachers, Postsecondary",2014,370,2024,410,40,10.5,10
34,New Jersey,25-1061,"Anthropology and Archeology Teachers, Postsecondary",2014,220,2024,230,10,4.9,10
34,New Jersey,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",2014,180,2024,190,10,10.3,10
34,New Jersey,25-1063,"Economics Teachers, Postsecondary",2014,460,2024,490,30,5.6,10
34,New Jersey,25-1064,"Geography Teachers, Postsecondary",2014,60,2024,60,0,3.3,0
34,New Jersey,25-1065,"Political Science Teachers, Postsecondary",2014,440,2024,460,20,5.5,10
34,New Jersey,25-1066,"Psychology Teachers, Postsecondary",2014,1830,2024,2040,210,11.4,50
34,New Jersey,25-1067,"Sociology Teachers, Postsecondary",2014,580,2024,650,70,11,20
34,New Jersey,25-1069,"Social Sciences Teachers, Postsecondary, All Other",2014,310,2024,350,40,12.7,10
34,New Jersey,25-1071,"Health Specialties Teachers, Postsecondary",2014,2410,2024,2760,350,14.4,80
34,New Jersey,25-1072,"Nursing Instructors and Teachers, Postsecondary",2014,1510,2024,1730,220,14.8,50
34,New Jersey,25-1081,"Education Teachers, Postsecondary",2014,2140,2024,2250,110,4.9,50
